"""Time""","""NEXO / Market Cap Estimated (USD)"""
"""2025-10-20""",1171377335.75694
"""2025-10-21""",1149814633.72086
"""2025-10-22""",1141615687.8996
"""2025-10-23""",1138101864.50393
"""2025-10-24""",1132689811.73775
"""2025-10-25""",1137874148.05896
"""2025-10-26""",1139355001.32221
"""2025-10-27""",1131129595.36434
"""2025-10-28""",1133434125.28997
"""2025-10-29""",1130940887.72948
"""2025-10-30""",1118541599.40847
"""2025-10-31""",1107485166.65876
"""2025-11-01""",1134089983.72815
"""2025-11-02""",1126789849.03979
"""2025-11-03""",1093229510.82198
"""2025-11-04""",1054316025.12828
"""2025-11-05""",1089730925.32292
"""2025-11-06""",1086360350.34896
"""2025-11-07""",1107403386.32994
"""2025-11-08""",1084859709.69739
"""2025-11-09""",1101979641.95495
"""2025-11-10""",1100286174.08111
"""2025-11-11""",1082461820.90924
"""2025-11-12""",1075713182.77693
"""2025-11-13""",1061425465.7596
